EAR_left,EAR_right,EAR_diff,Redness_left,Redness_right,Yellow_left,Yellow_right,label
0.9187063798619853,0.7526112892825546,0.16609509057943073,0.3887431,0.36610115,134.12102564102565,131.02475458813487,1
